X,Y,ACCELA_ID,CHANNEL_ID,OWNERSHIP,ROAD_NAME,ROAD_ID,ROAD_SEQ_N,FROM_STREE,TO_STREET,GIS_FROM_P,LEGACY_FRO,INVENTORY_,EXPIRATION,CHANNEL_MA,CHANNEL_LO,CHANNEL_WI,CHANNEL_DE,FLOW_LENGT,INLET_TYPE,OUTLET_TYP,LINING,INLET_FILT,OUTLET_FIL,PRIORITY,CHANNEL_RA,FLAGGERS,ENGINEER_R,ENVIRONMEN,MAINTENANC,MAINTENA_1,SOURCE_NOT,COMMENTS,MAINTENA_2,ROAD_STATI,STREET_DIS,SUPERVISOR,COMMUNITY_,NEIGHBORHO,THOMAS_GUI,CA_ROAD_SY,HIGHWAY_PL,ASSET_STAT,CREATOR,CREATED,EDITOR,EDITED,SHAPE_LENG,SHAPE_LEN
6327601.90307131,1850390.25622505,DPW-DRNCHN-100730,15-14,RF,FAIRWAY DR,23351-500,0100,CENTRAL AV,FAIRWAY DR,541.20008631,0,,,CONCRETE,,16,5,40,,,1,,,,,0,,,4,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-A6,15Y35-J2,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,31.48345198,31.4834519851
6328147.46300381,1849386.70180172,DPW-DRNCHN-100731,15-16,RF,LAMAR ST,33650-500,0200,CENTRAL AV,BANCROFT DR,249.05403725,0,,,CONCRETE,,26,5,51,,,1,,,,,0,,,3,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-A6,15Y35-K2,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,92.11374273,92.1137427418
6328332.41440557,1847960.89264546,DPW-DRNCHN-100732,15-17,RF,VALENCIA ST,62000-500,0300,BANCROFT DR,CENTRAL AV,716.08637566,0,,,CONCRETE,,32,7,62,,,1,,,,,0,,,4,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-A7,15Y35-K2,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,120.49650499,120.496504969
6328488.43935598,1847899.49873938,DPW-DRNCHN-100733,15-18,RF,VALENCIA ST,62000-500,0300,BANCROFT DR,CENTRAL AV,559.90186935,0,,,CONCRETE,,26,7,62,,,1,,,,,0,,,1,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-A7,15Y35-K2,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,111.26784801,111.267847998
6327906.4362549,1846507.52744196,DPW-DRNCHN-100734,15-19,RF,CENTRAL AV,13600-500,0300,TYLER ST,VALENCIA ST,213.66261124,0,,,CONCRETE,,61,6,54,,,1,,,,,0,,,1,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-A7,15Y35-K3,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,96.23847846,96.2384784699
6327838.01447573,1846402.53552596,DPW-DRNCHN-100735,15-20,RF,TYLER ST,60400-500,0200,SPRING GROVE LN,CENTRAL AV,706.15900823,0,,,CONCRETE,,61,6,54,,,1,,,,,0,,,1,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-A7,15Y35-K3,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,81.74878561,81.7487856136
6486636.20311232,1839001.90892304,DPW-DRNCHN-100793,23-009,RF,BUCKMAN SPRINGS RD,F53-0-465,0800,CORRAL CANYON TL,MILE POST 06.0,2598.60938196,0,,,NATURAL,,4,4,100,,,2,,,,,0,,,4,2,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,1297-G1,17Y31-A5,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,99.68271027,99.6827102673
6588467.66611564,1808713.15618047,DPW-DRNCHN-100794,23-050,RF,CARRIZO GORGE RD,J16-0-210,0200,CARRIZO CREEK RD,ACCESS RD,2595.01667427,0,,,NATURAL,,60,5,100,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,210 - JACUMBA,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,,17Y44-D5,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,109.57026347,109.570263472
6604205.23569031,1811555.5848788,DPW-DRNCHN-100795,23-061,RF,OLD HWY 80,J42-1-465,2300,CARRIZO CREEK RD,I-8 INGRESS,1780.70720419,0,,,NATURAL,,27,10,84,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,,17Y44-J4,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,65.75021502,65.7502150112
6604117.6476109,1811586.56119479,DPW-DRNCHN-100796,23-063,RF,OLD HWY 80,J42-1-465,2300,CARRIZO CREEK RD,I-8 INGRESS,1716.94872402,0,,,NATURAL,,10,10,75,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,,17Y44-J4,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,77.6748885,77.6748884992
6518408.17500131,1836427.22673647,DPW-DRNCHN-100797,23-058,RF,CAMINO TRES AVES,J32-1-465,0100,BEGIN,MILLER VALLEY RD,2883.97281099,0,,,NATURAL,,5,3,20,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,1299-A1,17Y32-B6,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,50.4000878,50.4000877998
6518346.7167909,1836406.39377289,DPW-DRNCHN-100798,23-057,RF,CAMINO TRES AVES,J32-1-465,0100,BEGIN,MILLER VALLEY RD,2843.89384158,0,,,NATURAL,,4,3,30,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,1299-A1,17Y32-A6,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,52.80717925,52.8071792447
6585268.44679232,1804519.17933221,DPW-DRNCHN-100799,23-019,RF,OLD HWY 80,J42-1-465,1800,MILE POST 35.0,MILE POST 36.0,2296.34820615,0,,,NATURAL,,39,5,30,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,1321-J5,17Y44-C7,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,24.54621075,24.54621075
6450750.31819132,1807708.35996172,DPW-DRNCHN-100800,23-001,RF,POTRERO VALLEY RD,F23-0-395,0300,ROUND POTRERO RD,POTRERO CR W,1867.36461148,0,,,NATURAL,,60,3,8,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,395 - POTRERO,2 - SUPERVISOR DISTRICT 2,POTRERO CPG,,1316-C6,16Y44-K5,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,9.71190909,9.71190909022
6450738.54065581,1807660.77803588,DPW-DRNCHN-100042,23-002,RF,POTRERO VALLEY RD,F23-0-395,0300,ROUND POTRERO RD,POTRERO CR W,1855.26644405,0,,,,,60,3,5,,,4,,,,,0,,,4,4,,,1 - DIVISION 1,23,395 - POTRERO,2 - SUPERVISOR DISTRICT 2,POTRERO CPG,,1316-C6,16Y44-K5,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,15.46806474,15.4680647553
6536128.20320947,1826040.1917363,DPW-DRNCHN-100801,23-027,RF,LIVE OAK SPRINGS RD,J27-0-320,0100,OLD HIGHWAY 80,SR-94,1418.91761203,0,,,NATURAL,,24,5,30,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1299-H5,17Y32-G9,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,89.92879343,89.9287934221
6582363.16257665,1804534.11565405,DPW-DRNCHN-100802,23-023,RF,OLD HWY 80,J42-1-465,1700,CAMPO ST,MILE POST 35.0,535.32416382,0,,,NATURAL,,39,5,30,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,1321-H5,17Y44-B7,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,24.3612372,24.3612372027
6582364.98868848,1804473.22994904,DPW-DRNCHN-100803,23-022,RF,OLD HWY 80,J42-1-465,1700,CAMPO ST,MILE POST 35.0,536.2617618,0,,,NATURAL,,39,5,30,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,1321-H5,17Y44-B7,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,24.38469601,24.38469602
6585269.81063473,1804479.6324953,DPW-DRNCHN-100804,23-018,RF,OLD HWY 80,J42-1-465,1800,MILE POST 35.0,MILE POST 36.0,2297.97085117,0,,,NATURAL,,39,5,30,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,1321-J5,17Y44-C7,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,30.69058266,30.6905826731
6585019.57360239,1804481.67809488,DPW-DRNCHN-100805,23-020,RF,OLD HWY 80,J42-1-465,1800,MILE POST 35.0,MILE POST 36.0,2047.7257918,0,,,NATURAL,,39,5,30,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,1321-J5,17Y44-C7,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,31.37248901,31.372489019
6585019.57360239,1804519.86141746,DPW-DRNCHN-100806,23-021,RF,OLD HWY 80,J42-1-465,1800,MILE POST 35.0,MILE POST 36.0,2047.4758841,0,,,NATURAL,,39,5,30,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,1321-J5,17Y44-C7,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,25.91867575,25.9186757468
6549468.69818199,1815813.90871121,DPW-DRNCHN-100807,23-099,RF,JEWEL VALLEY RD,G35-0-465,0100,OLD HIGHWAY 80/RIBBONWOOD RD,END,7512.24820344,0,,,NATURAL,,3,2,30,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1320-D2,17Y43-B3,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,28.07985662,28.0798566212
6549419.56868707,1815781.15549588,DPW-DRNCHN-100808,23-100,RF,JEWEL VALLEY RD,G35-0-465,0100,OLD HIGHWAY 80/RIBBONWOOD RD,END,7525.06533991,0,,,NATURAL,,4,3,30,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1320-D2,17Y43-B3,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,32.29465539,32.2946553806
6579543.09013282,1805609.13745414,DPW-DRNCHN-100809,23-025,RF,RAILROAD ST,70000-210,0100,BEGIN/Z1078,SEELEY AV,297.35551647,0,,,Other/Undetermined,,70,5,30,,,5,,,,,0,,,4,6,,,1 - DIVISION 1,23,210 - JACUMBA,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,1321-G5,17Y44-A6,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,30.66268877,30.6626887815
6579480.65357789,1805568.53681354,DPW-DRNCHN-100810,23-024,RF,RAILROAD ST,70000-210,0100,BEGIN/Z1078,SEELEY AV,296.41276356,0,,,Other/Undetermined,,70,5,30,,,5,,,,,0,,,4,6,,,1 - DIVISION 1,23,210 - JACUMBA,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,1321-G5,17Y44-A6,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,31.32349831,31.3234983114
6507467.4137464,1844961.97738346,DPW-DRNCHN-100811,23-010,RF,LA POSTA TRUCK TL,J26-0-465,0100,OLD HIGHWAY 80/LA POSTA RD,END,1429.47535037,0,,,NATURAL,,61,4,30,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y31-H3,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,52.25356406,52.2535640651
6535218.55443823,1829928.58422196,DPW-DRNCHN-100812,23-012,RF,ROYAL DR,60000-320,0100,OLD HIGHWAY 80,LIVE OAKS TL,168.15001638,0,,,NATURAL,,26,8,45,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,320 - LIVE OAK SPRINGS,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1299-H3,17Y32-G8,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,50.81264346,50.8126434656
6445516.46940707,1791965.46428221,DPW-DRNCHN-100813,23-132,RF,HUMPHRIES RD,G38-1-512,0100,EMERY RD/THING RD,SR-188/TECATE RD,1764.57898965,0,,,NATURAL,,14,3,45,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,512 - TECATE,2 - SUPERVISOR DISTRICT 2,TECATE CSG,,,16Y54-H1,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,38.56456348,38.5645634761
6445453.06828715,1791960.32387255,DPW-DRNCHN-100814,23-133,RF,HUMPHRIES RD,G38-1-512,0100,EMERY RD/THING RD,SR-188/TECATE RD,1827.93245493,0,,,NATURAL,,10,3,40,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,512 - TECATE,2 - SUPERVISOR DISTRICT 2,TECATE CSG,,,16Y54-H1,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,31.70006783,31.7000678333
6541271.86122923,1823729.13795947,DPW-DRNCHN-100043,23-180,RF,OLD HWY 80,J42-0-465,2900,MILE POST 24.0,TIERRA DEL SOL RD,5487.72580521,0,,,,,15,2,105,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1300-A6,17Y32-J10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,337.58814867,337.588148665
6323504.96047781,1822720.37390088,DPW-DRNCHN-100746,15-38,RF,ACACIA AV,05000-020,0100,BONITA RD,GOLFGLEN RD,115.65428945,0,,,CONCRETE,,16,5,80,,,1,,,,,0,,,1,1,,,1 - DIVISION 1,15,020 - BONITA,1 - SUPERVISOR DISTRICT 1,SWEETWATER CPG,,1310-J2,15Y45-H1,7G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,136.76268282,136.762682822
6323265.25557664,1822599.33116396,DPW-DRNCHN-100747,15-39,RF,BONITA RD,D24-0-020,0900,BONITA CHRISTIAN CENTER DR,PALM DR,714.40982801,0,,,NATURAL,,5,3,385,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,15,020 - BONITA,1 - SUPERVISOR DISTRICT 1,SWEETWATER CPG,,1310-H2,15Y45-H1,7G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,377.15263333,377.152633331
6315481.53689215,1818079.63810363,DPW-DRNCHN-100748,15-40,RF,BONITA RD,D24-0-020,0300,GLEN ABBEY BL,RANDY LN,213.31112652,0,,,CONCRETE,,17,2,100,,,1,,,,,0,,,4,1,,,1 - DIVISION 1,15,020 - BONITA,1 - SUPERVISOR DISTRICT 1,SWEETWATER CPG,,1310-F4,15Y45-F2,7G4,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,101.3886651,101.388665096
6334611.97369681,1851047.73260038,DPW-DRNCHN-100749,15-45,RF,KENORA DR,30991-500,0200,SUMMERFIELD ST,QUAILCREEK LN,391.39699759,0,,,NATURAL,,10,3,185,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-C5,16Y31-B1,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,125.63797292,125.637972908
6328023.85859223,1835770.7155823,DPW-DRNCHN-100015,15-47,RF,QUARRY RD,49190-295,0100,LAKEVIEW AV,ELKELTON PL,1792.26043349,0,,,,,40,2,82,,,1,,,,,0,,,1,2,,,1 - DIVISION 1,15,295 - LA PRESA,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1291-A4,15Y35-K6,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,114.35813893,114.358138914
6329689.2712719,1842032.08363697,DPW-DRNCHN-100016,15-58,RF,HARNESS ST,26300-500,0200,SWEETWATER LN,CANYON RD,451.32605041,0,,,,,6,7,150,,,,,,,,0,,,4,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1291-B2,15Y35-K4,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,44.306998,44.306998
6333979.74628673,1838738.41994871,DPW-DRNCHN-100750,15-59,RF,OSAGE ST,47120-295,0300,SAN JUHN ST,SAN MIGUEL ST N,255.07800853,0,,,NATURAL,,4,2,50,,,2,,,,,0,,,3,1,,,1 - DIVISION 1,15,295 - LA PRESA,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1291-C3,16Y31-B5,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,60.03296727,60.0329672699
6331015.38738607,1853916.16879264,DPW-DRNCHN-100751,15-08,RF,CAMPO RD,D79-0-500,0700,CITRADORA DR,WILLOWSIDE LN,128.72603536,0,,,CONCRETE,,20,5,50,,,1,,,,,0,,,4,1,,,1 - DIVISION 1,15,180 - GROSSMONT,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-B4,16Y21-A10,7E5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,47.16565661,47.1656565935
6329221.97168157,1838067.23493938,DPW-DRNCHN-100752,15-21,RF,RUXTON AV,52850-295,0100,JAMACHA BL,CHRISTIANA ST,64.44951454,0,,,NATURAL,,22,5,515,,,2,,,,,0,,,4,2,,,1 - DIVISION 1,15,295 - LA PRESA,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1291-A3,15Y35-K6,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,605.72827847,605.728278489
6332102.14800781,1859042.27501021,DPW-DRNCHN-100017,15-04,RF,CARMICHAEL DR,10000-180,0300,EL TEJADO RD,LM CL,16.03247901,0,,,,,6,5,42,,,1,,,,,0,,,3,1,,,1 - DIVISION 1,15,180 - GROSSMONT,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-B2,16Y21-A9,7E5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,103.4347765,103.434776491
6330552.32466389,1857704.38792221,DPW-DRNCHN-100018,15-05,RF,EDGEWOOD DR,18000-180,0300,LAVELL ST,BANCROFT DR CS,729.25212617,0,,,,,14,6,42,,,5,,,,,0,,,"1,2",1,,,1 - DIVISION 1,15,180 - GROSSMONT,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-B3,15Y25-K9,7E5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,159.29755556,159.297555558
6330772.19823989,1856424.03352755,DPW-DRNCHN-100019,15-06,RF,TROPICO DR,84000-180,0600,CAM PAZ,BANCROFT DR CS,640.12392433,0,,,,,14,6,28,,,4,,,,,0,,,4,1,,,1 - DIVISION 1,15,180 - GROSSMONT,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-B3,15Y25-K10,7E5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,66.38365166,66.3836516521
6330699.34536722,1853286.45122005,DPW-DRNCHN-100020,15-13,RF,HELIX ST,27201-500,0400,HILLSIDE DR,BANCROFT DR,1322.65631597,0,,,,,43,4,40,,,1,,,,,0,,,2,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-B5,15Y35-K1,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,138.90253978,138.902539772
6326441.32041873,1835389.43025564,DPW-DRNCHN-100021,15-24,RF,PARADISE VALLEY RD,D20-0-295,0300,ELKELTON BL,WORTHINGTON ST,1062.64958863,0,,,,,3,1,226,,,1,,,,,0,,,4,1,,,1 - DIVISION 1,15,295 - LA PRESA,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1290-J5,15Y35-J7,7G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,418.82317447,418.82317446
6323511.22621331,1826243.16606788,DPW-DRNCHN-100022,15-31,RF,SWEETWATER RD,D23-0-020,0600,MARGARET ST,BRIARWOOD RD,728.15324271,0,,,,,20,3,40,,,1,,,,,0,,,1,3,,,1 - DIVISION 1,15,020 - BONITA,1 - SUPERVISOR DISTRICT 1,SWEETWATER CPG,,1310-H1,15Y35-H10,7G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,77.81557323,77.8155732303
6313422.65255848,1816523.56739688,DPW-DRNCHN-100023,15-41,RF,BONITA RD,D24-0-020,0100,CV CL LEAVE,ANDORRA WY,395.49616233,0,,,,,12,12,100,,,4,,,,,0,,,2,1,,,1 - DIVISION 1,15,020 - BONITA,1 - SUPERVISOR DISTRICT 1,SWEETWATER CPG,,1310-E5,15Y45-E3,7H4,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,101.56266282,101.562662814
6333403.41016906,1851718.56426397,DPW-DRNCHN-100024,15-60,RF,KENWOOD DR,31200-500,0700,SUMMERFIELD DR,ANDREEN ST,236.09494831,0,,,,,65,8,1100,,,3,,,,,0,,,4,4,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-C5,16Y31-A1,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,1022.64237267,1022.64237266
6325769.52156548,1826562.05060071,DPW-DRNCHN-100025,15-61,RF,BONITA RD,D24-0-020,1600,SAN MIGUEL RD,SWEETWATER RD,515.94422202,0,,,,,10,3,475,,,4,,,,,0,,,4,1,,,1 - DIVISION 1,15,020 - BONITA,1 - SUPERVISOR DISTRICT 1,SWEETWATER CPG,,1310-J1,15Y35-J9,7G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,478.46421083,478.464210833
6359808.32192606,1875323.00065079,DPW-DRNCHN-100753,17-10,RF,CAROB TREE LN,P1180-PVT,0100,LA CRESTA RD,END,37.70025668,0,,,NATURAL,,30,6,530,,,2,,,,,0,,,3,1,,,1 - DIVISION 1,17,250 - LA CRESTA,2 - SUPERVISOR DISTRICT 2,CREST-DEHESA CPG,,1252-D3,16Y21-K3,7D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,560.16323625,560.163236253
6366994.65827514,1886988.00553596,DPW-DRNCHN-100754,17-21,RF,RIDGE HILL RD,53200-160,0400,CORDIAL RD,OLDE HIGHWAY 80/LAKE JENNINGS PARK RD,2116.82591229,0,,,NATURAL,,60,12,20,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,17,160 - GLENVIEW,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-F5,16Y12-B9,6D1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,443.65504386,443.655043863
6371288.86359748,1888690.32759063,DPW-DRNCHN-100755,17-24,RF,OLDE HWY 80,E48-0-160,0400,BOND AV,CHIMNEY ROCK LN,244.98193971,0,,,NATURAL,,15,6,50,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,17,160 - GLENVIEW,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-H5,16Y12-D9,6D1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,50.61334543,50.6133454358
6369112.99623007,1887070.76258829,DPW-DRNCHN-100026,17-23,RF,RIOS CANYON RD,53290-160,0100,PECAN PARK LN,KELLI LN,313.09132461,0,,,,,25,8,20,,,3,,,,,0,,,3,1,,,1 - DIVISION 1,17,160 - GLENVIEW,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-G5,16Y12-C9,6D1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,11.82567532,11.8256753142
6375445.07805407,1890205.18118821,DPW-DRNCHN-100027,17-25,RF,OLDE HWY 80,E48-0-160,0900,LABRADOR LN,FLINN SPRINGS RD,1459.65695815,0,,,,,30,10,1025,,,3,,,,,0,,,3,4,,,1 - DIVISION 1,17,160 - GLENVIEW,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-J4,16Y12-E8,6C1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,1156.00548414,1156.00548414
6382188.24993515,1892632.21242338,DPW-DRNCHN-100756,17-26,RF,HAWLEY RD,48000-015,0100,OLDE HIGHWAY 80,BROAD OAKS RD,726.06263203,0,,,NATURAL,,20,8,30,,,2,,,,,0,,,3,4,,,1 - DIVISION 1,17,015 -  BLOSSOM VALLEY,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1233-C3,16Y12-G8,6C1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,58.38635537,58.386355357
6374474.95696281,1892713.4363423,DPW-DRNCHN-100757,17-27,RF,FLINN SPRINGS RD,40000-015,0100,BLOSSOM VALLEY RD,OAK CREEK RD,41.55760519,0,,,Other/Undetermined,,6,4,230,,,5,,,,,0,,,4,2,,,1 - DIVISION 1,17,015 -  BLOSSOM VALLEY,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-J3,16Y12-E7,6C1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,227.28179311,227.281793101
6374362.35941897,1893027.71819405,DPW-DRNCHN-100758,17-28,RF,BLOSSOM VALLEY RD,13500-015,0700,FLINN SPRINGS RD,QUAIL VALLEY WY,86.4710497,0,,,NATURAL,,6,3,60,,,2,,,,,0,,,4,2,,,1 - DIVISION 1,17,015 -  BLOSSOM VALLEY,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-J3,16Y12-E7,6C1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,66.90290866,66.9029086692
