Supplier_Name,PWSID,Hydrologic_Region,County,Reporting_Month,Days-in-Month,Mandatory Restrictions,Days_Allowed/Week,Actions_Implemented,Current_Production,2013_Production,CII,Current_Ag,2013_Ag,Current_Recycled,Current_Non-revenue,Units,Population_Served,Percent_Residential_Use,R_GPCD_Reported ,R-GPCD_Calculated,Ag_Cert,Current_Production_Calculated,2013_Production_Calculated,Percent_Reduction,Complaints,Follow-ups,Warnings,Penalties_Rate,Penalties_Other,ID
Long Beach  City of,CA1910065,South Coast,LOS ANGELES,10/15/2014 0:00,31,Yes,3,,4955,5324,,,,,,AF,481253,61.00%,67,66,,1614593831,1734833008,6.90%,543,418,0,,0,295-1410
Long Beach  City of,CA1910065,South Coast,LOS ANGELES,9/15/2014 0:00,30,Yes,3,,5113,5463,,,,,,AF,481076,68.00%,79,78,,1666078356,1780126357,6.40%,1042,825,0,,0,295-1409
Long Beach  City of,CA1910065,South Coast,LOS ANGELES,8/15/2014 0:00,31,Yes,3,,5264,5648,,,,,,AF,480899,64.00%,75,74,,1715281922,1840408871,6.80%,905,722,,,0,295-1408
Long Beach  City of,CA1910065,South Coast,LOS ANGELES,7/15/2014 0:00,31,Yes,3,,5359,5598,,,,,,AF,480722,70.00%,83,82,,1746237808,1824116300,4.30%,904,715,0,,0,295-1407
Long Beach  City of,CA1910065,South Coast,LOS ANGELES,6/15/2014 0:00,30,Yes,3,,5190,5417,,,,,,AF,480545,64.00%,76,75,,1691168917,1765137191,4.20%,273,219,0,,0,295-1406
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,4/15/2016 0:00,30,Yes,2,,158425000,224680000,,,,,,G,37168,52.00%,75,74,,158425000,224680000,29.50%,,,,,,297-1604
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,2/15/2016 0:00,29,Yes,1,,108753000,123565000,,,,,,G,37168,66.00%,,67,,108753000,123565000,12.00%,,,,,,297-1602
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,1/15/2016 0:00,31,Yes,1,,114130000,121426000,,,,,,G,37168,65.00%,,64,,114130000,121426000,6.00%,,,,,,297-1601
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,12/15/2015 0:00,31,Yes,2,,119980000,124110000,,,,,,G,37168,65.00%,,68,,119980000,124110000,3.30%,,,,,,297-1512
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,11/15/2015 0:00,30,Yes,2,,129662000,180075000,,,,,,G,37168,83.00%,,97,,129662000,180075000,28.00%,,,,,,297-1511
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,10/15/2015 0:00,31,Yes,2,,183481000,234625000,,,,,,G,37168,72.00%,114,115,,183481000,234625000,21.80%,212,212,212,,212,297-1510
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,9/15/2015 0:00,30,Yes,2,,216686000,285980000,,,,,,G,37168,69.00%,134,134,,216686000,285980000,24.20%,218,218,218,,218,297-1509
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,8/15/2015 0:00,31,Yes,2,,244793000,324811000,,,,,,G,37168,64.00%,136,136,,244793000,324811000,24.60%,273,273,273,,273,297-1508
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,7/15/2015 0:00,31,Yes,2,,243944000,337551000,,,,,,G,37168,63.00%,133,133,,243944000,337551000,27.70%,,221,221,,221,297-1507
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,6/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",237081000,321727000,,,,,,G,37168,60.00%,127,128,,237081000,321727000,26.30%,,119,119,,119,297-1506
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,5/15/2015 0:00,31,Yes,2,,194652000,300515000,,,,,,G,37168,63.00%,106,106,,194652000,300515000,35.20%,,,,,,297-1505
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,4/15/2015 0:00,30,Yes,2,,187216000,224680000,,,,,,G,37168,62.00%,104,104,,187216000,224680000,16.70%,,,,,,297-1504
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,3/15/2015 0:00,31,Yes,2,,166417000,186188000,,,,,,G,37168,48.00%,72,69,,166417000,186188000,10.60%,,,,,,297-1503
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,2/15/2015 0:00,28,Yes,2,,117939000,123565000,,,,,,G,37168,69.00%,78,78,,117939000,123565000,4.60%,,,,,,297-1502
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,1/15/2015 0:00,31,Yes,2,,127196000,121426000,,,,,,G,37168,63.00%,69,70,,127196000,121426000,-4.80%,,,,,,297-1501
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,12/15/2014 0:00,31,Yes,2,,127370000,124110000,,,,,,G,37168,68.00%,75,75,,127370000,124110000,-2.60%,,,,,,297-1412
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,11/15/2014 0:00,30,Yes,2,,148411000,180075000,,,,,,G,37168,89.00%,,118,,148411000,180075000,17.60%,,,,,,297-1411
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,10/15/2014 0:00,31,Yes,2,,227812000,234625000,,,,,,G,37168,67.00%,132,132,,227812000,234625000,2.90%,,,,,,297-1410
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,9/15/2014 0:00,30,Yes,2,,252715000,285980000,,,,,,G,37168,70.00%,,159,,252715000,285980000,11.60%,,,,,,297-1409
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,8/15/2014 0:00,31,Yes,2,,291669000,324811000,,,,,,G,37168,66.00%,167,167,,291669000,324811000,10.20%,,,,,,297-1408
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,7/15/2014 0:00,31,Yes,2,,311181000,337551000,,,,,,G,37168,63.00%,170,170,,311181000,337551000,7.80%,,,,,,297-1407
"Los Banos, City of",CA2410005,San Joaquin River,MERCED,6/15/2014 0:00,30,Yes,2,,300808000,321727000,,,,,,G,37168,63.00%,169,170,,300808000,321727000,6.50%,,,,,,297-1406
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,4/15/2016 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",415.878977,612.4505,132.94,,,,,MG,71181,50.80%,98.98,99,,416000000,612000000,32.00%,119,119,119,,9,298-1604
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,3/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",322.54,482.38,120.35,,,,,MG,71181,48.60%,71.03,71,,323000000,482000000,33.00%,37,37,37,0,3,298-1603
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,11/15/2014 0:00,30,Yes,,,413,521.9,,,,,,MG,71181,51.30%,99.28,99,,413000000,522000000,20.90%,,,,,,298-1411
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,2/15/2016 0:00,29,Yes,1,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",299.94,322.46,114.39,,,,,MG,71181,47.00%,68.26,68,,300000000,322000000,6.80%,76,76,76,0,5,298-1602
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,1/15/2016 0:00,31,Yes,1,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",288.71,340.36,112.29,,,,,MG,71181,48.20%,63.11,63,,289000000,340000000,15.00%,46,46,46,0,4,298-1601
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,12/15/2015 0:00,31,Yes,1,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",309.397427,463.5907,114.1939,,,,,MG,71181,48.50%,67.99,68,,309000000,464000000,33.40%,186,186,186,,67,298-1512
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,11/15/2015 0:00,30,Yes,1,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",349.32,521.89,127.24,,,,,MG,71181,50.50%,82.58,83,,349000000,522000000,33.10%,219,219,218,,9,298-1511
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,10/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",510.31,638.18,146.22,,,,,MG,71181,52.20%,120.68,121,,510000000,638000000,20.10%,474,474,463,,147,298-1510
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,9/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",549.4,745.22,135.17,,,,,MG,71181,55.50%,142.82,143,,549000000,745000000,26.30%,677,677,659,,88,298-1509
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,8/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",596.21,808.81,148.94,,,,,MG,71181,60.90%,164.62,165,,596000000,809000000,26.30%,696,696,682,,121,298-1508
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,7/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",602.9,927.2,147.4,,,,,MG,71181,56.70%,154.95,155,,603000000,927000000,35.00%,722,722,703,,39,298-1507
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,6/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",604.2774,748.1345,133.918303,,,,,MG,71181,54.00%,152.79,153,,604000000,748000000,19.30%,392,392,352,,5,298-1506
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,5/15/2015 0:00,31,Yes,2,,476.28,765.65,168.48,,,,,MG,71181,62.10%,134.06,134,,476000000,766000000,37.90%,196,196,195,,4,298-1505
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,4/15/2015 0:00,30,Yes,2,,497.77,612.45,,,,,,MG,71181,53.90%,125.77,126,,498000000,612000000,18.60%,121,111,111,,1,298-1504
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,3/15/2015 0:00,31,Yes,2,,473,482.4,,,,,,MG,71181,50.90%,109.04,109,,473000000,482000000,1.90%,88,88,88,,0,298-1503
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,2/15/2015 0:00,28,Yes,,,294.8,378.4,,,,,,MG,71181,52.50%,77.67,78,,295000000,378000000,22.00%,,,,,,298-1502
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,1/15/2015 0:00,31,Yes,,,298.3,340.4,,,,,,MG,71181,55.60%,75.23,75,,298000000,340000000,12.40%,,,,,,298-1501
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,12/15/2014 0:00,31,Yes,,,301,463.6,,,,,,MG,71181,52.90%,72.1,72,,301000000,464000000,35.10%,,,,,,298-1412
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,10/15/2014 0:00,31,Yes,,,601.6,638.2,,,,,,MG,70132,54.80%,151.73,152,,602000000,638000000,5.60%,,,,,,298-1410
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,9/15/2014 0:00,30,Yes,,,708.4,745.2,,,,,,MG,71181,52.50%,174.08,174,,708000000,745000000,5.00%,,,,,,298-1409
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,8/15/2014 0:00,31,Yes,,,704959441,808805100,,,,,,G,71181,59.70%,,191,,704959441,808805100,12.80%,,,,,,298-1408
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,7/15/2014 0:00,31,Yes,,,796,927,,,,36,,MG,71181,60.00%,,216,,796000000,927000000,14.10%,,,,,,298-1407
Turlock  City of,CA5010019,San Joaquin River,STANISLAUS,6/15/2014 0:00,30,Yes,,,791,748,,,,33,,MG,71181,64.00%,,237,,791000000,748000000,-5.70%,,,,,,298-1406
Jurupa Community Service District,CA3310021,South Coast,RIVERSIDE,4/15/2016 0:00,30,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1767.478,2128.064,424.208,,,,,AF,118731,76.00%,103,123,,575779475,693411841,17.00%,179,187,77,0,0,299-1604
Jurupa Community Service District,CA3310021,South Coast,RIVERSIDE,3/15/2016 0:00,31,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1448.951,1840.977,319.951,,,,,AF,118731,78.00%,99,100,,472158721,599892481,21.30%,89,164,38,,,299-1603
Jurupa Community Service District,CA3310021,South Coast,RIVERSIDE,2/15/2016 0:00,29,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget",1417.229,1220.088,297.619,0,0,0,0,AF,118731,79.00%,106,106,,461731475,397538743,-16.10%,93,154,61,0,0,299-1602
Jurupa Community Service District,CA3310021,South Coast,RIVERSIDE,1/15/2016 0:00,31,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1189.271,1348.84,261.641,,,,,AF,118731,78.00%,82,82,,387437349,439573578,11.90%,78,163,30,0,0,299-1601
Jurupa Community Service District,CA3310021,South Coast,RIVERSIDE,12/15/2015 0:00,31,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program scope",1385.491,1668.761,346.361,,,,,AF,118731,75.00%,92,92,,451304229,543846035,17.00%,106,198,92,0,0,299-1512
Jurupa Community Service District,CA3310021,South Coast,RIVERSIDE,11/15/2015 0:00,30,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1697.973,1849.761,441.463,0,0,0,0,AF,118731,74.00%,115,115,,553295726,602825144,8.20%,115,219,104,,0,299-1511
Jurupa Community Service District,CA3310021,South Coast,RIVERSIDE,10/15/2015 0:00,31,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1861.902,2326.019,465.462,,,,,AF,118731,75.00%,124,124,,606735361,757930424,19.90%,227,257,95,,0,299-1510
Jurupa Community Service District,CA3310021,South Coast,RIVERSIDE,9/15/2015 0:00,30,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1899.173,2748.802,493.173,,,,,AF,118731,74.00%,129,129,,618791864,895765578,30.90%,211,368,201,,0,299-1509
