INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HOMAN/KIMBALL AND NORTH,1773,3400 W NORTH AVE,11/25/2014,2,1153386.578905125,1910465.87061722,41.910162847,-87.711953868,"(41.91016284680269, -87.71195386769125)"
111TH AND HALSTED,2424,800 W 111TH ST,11/25/2014,3,1172945.404219168,1831282.917027882,41.692465363,-87.642440901,"(41.692465363421874, -87.64244090105778)"
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,11/25/2014,3,,,,,
FOSTER AND NAGLE,1034,6400 W FOSTER,11/25/2014,1,1132552.893142153,1934229.875527466,41.975762574,-87.787934296,"(41.97576257447203, -87.7879342955108)"
55TH AND WESTERN,2213,2400 W 55TH STREET,11/25/2014,1,1161277.012730599,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)"
HARLEM AND BELMONT,1394,7200 W BELMONT AVE,11/25/2014,5,1127504.698153561,1920475.415440844,41.938105479,-87.806809552,"(41.93810547939496, -87.80680955240743)"
79TH AND KEDZIE,2443,3200 W 79TH ST,11/25/2014,1,1156402.644780165,1852104.649370984,41.749952001,-87.702448478,"(41.74995200142266, -87.70244847808695)"
OGDEN AND KOSTNER,2222,2348 S KOSTNER AVENUE,11/25/2014,1,1147394.548182079,1887795.177782082,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)"
PULASKI AND MONTROSE,1294,4000 W MONTROSE AVENUE,11/25/2014,2,1148917.521854602,1928980.338532162,41.961055804,-87.727891206,"(41.96105580370759, -87.72789120598296)"
BELMONT AND KEDZIE,1372,3200 N KEDZIE AVE,11/25/2014,1,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)"
DIVISION AND DAMEN,1734,2000 W DIVISION,11/25/2014,6,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)"
4700 WESTERN,2141,4700 S WESTERN AVENUE,11/25/2014,6,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)"
ROOSEVELT AND HALSTED,2233,800 W ROOSEVELT ROAD,11/25/2014,11,1171199.282357741,1894968.056393724,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
FULLERTON AND NARRAGANSETT,1554,6400 W FULLERTON AVENU,11/25/2014,1,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)"
83RD AND STONY ISLAND,2562,8300 S STONY ISLAND A,11/25/2014,8,1188212.052384068,1850245.675393851,41.744151639,-87.585945067,"(41.744151639041974, -87.58594506695293)"
CALIFORNIA AND DIVERSEY,1514,2800 W DIVERSEY,11/25/2014,16,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
KOSTNER AND NORTH,2012,4400 W GRAND AVE,11/25/2014,2,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)"
HAMLIN AND LAKE,1882,300 N HAMLIN AVENUE,11/25/2014,2,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,11/25/2014,1,,,,,
PULASKI AND ARCHER,2154,5000 S ARCHER AVE,11/25/2014,2,1150501.818909837,1871162.311703322,41.802365973,-87.723576766,"(41.80236597333895, -87.72357676611004)"
LAKE SHORE DR AND BELMONT,1412,3200 N LAKESHORE DRIV,11/25/2014,4,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)"
79TH AND HALSTED,2541,7900 S HALSTED STREET,11/25/2014,5,1172298.707400847,1852444.344822186,41.750549559,-87.644188368,"(41.750549559438944, -87.64418836784098)"
WESTERN AND FULLERTON,1671,2400 N WESTERN AVENUE,11/25/2014,12,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)"
CANAL AND ROOSEVELT,2294,500 W ROOSEVELT ROAD,11/25/2014,5,1173290.72186561,1895021.166235495,41.867362693,-87.639293195,"(41.867362692616666, -87.63929319464197)"
STONY ISLAND/CORNELL AND 67TH,2721,6700 S STONY ISLAND A,11/25/2014,6,1187984.143047539,1860863.338367666,41.773292896,-87.586442368,"(41.77329289585066, -87.58644236831432)"
ASHLAND AND 87TH,2454,1600 W 87TH ST,11/25/2014,2,1167171.941297436,1847064.855345151,41.735898617,-87.663128781,"(41.735898617066006, -87.66312878090133)"
CICERO AND 47TH,2202,4700 S CICERO AVE,11/25/2014,1,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)"
55TH and PULASKI,2244,4000 W 55TH ST,11/25/2014,1,1150621.676903861,1867864.274865394,41.793313334,-87.723223038,"(41.79331333358753, -87.72322303812588)"
LARAMIE AND MADISON,2043,5200 W MADISON STREET,11/25/2014,4,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)"
ASHLAND AND 87TH,2452,8700 S ASHLAND AVE,11/25/2014,15,1167150.470087748,1846991.212339794,41.735696989,-87.663209544,"(41.73569698863625, -87.66320954445679)"
ELSTON AND FOSTER,1063,4932 W FOSTER AVENUE,11/25/2014,4,1142393.863544234,1934160.513830056,41.975394608,-87.751746599,"(41.975394608045924, -87.75174659886025)"
WESTERN AND NORTH,1851,1600 N WESTERN AVE,11/25/2014,4,1160077.474351131,1910605.013316134,41.910409024,-87.687370268,"(41.91040902362901, -87.687370268401)"
KEDZIE AND 26TH,2382,2600 S KEDZIE AVENUE,11/25/2014,5,1155404.235510285,1886524.460033054,41.844424831,-87.705185452,"(41.84442483084393, -87.70518545233183)"
4700 WESTERN,2142,4700 S WESTERN AVENUE,11/25/2014,3,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)"
71ST AND ASHLAND,2394,1600 W 71ST,11/25/2014,3,1166890.012333149,1857674.2502247,41.765018306,-87.66385923,"(41.76501830555763, -87.66385923012646)"
55TH AND WESTERN,2212,5500 S WESTERN AVE,11/25/2014,14,1161269.521335262,1867963.111601251,41.793370554,-87.684175377,"(41.79337055433029, -87.6841753767592)"
DIVERSEY AND AUSTIN,1453,6000 W DIVERSEY AVENUE,11/25/2014,2,1135895.736169343,1918029.70673837,41.931248624,-87.776028612,"(41.931248623643455, -87.77602861172493)"
83RD AND STONY ISLAND,2563,1600 E 83RD STREET,11/25/2014,2,1188383.194217679,1850307.01299095,41.744315875,-87.585316041,"(41.74431587464464, -87.58531604125469)"
PULASKI AND IRVING PARK,1572,4000 N PULASKI ROAD,11/25/2014,1,1148970.255325552,1926313.600468643,41.953737051,-87.727766612,"(41.95373705144353, -87.72776661179896)"
ELSTON AND ADDISON,1402,3600 N ELSTON AVE,11/25/2014,2,1154106.95251778,1923731.036211081,41.946549165,-87.708952626,"(41.94654916480637, -87.70895262603513)"
WESTERN AND PRATT,1301,6800 N WESTERN AVENUE,11/25/2014,1,1159043.160898631,1945096.218978482,42.005076123,-87.69021903,"(42.00507612272344, -87.69021903022175)"
DAMEN AND DIVERSEY,1462,2800 N DAMEN AVENUE,11/25/2014,3,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)"
DAMEN AND FULLERTON,1663,2000 W FULLERTON AVE,11/25/2014,6,1162596.935552891,1915990.579747891,41.925134944,-87.677963546,"(41.92513494374925, -87.67796354553815)"
HALSTED AND 63RD,2692,6300 S HALSTED STREET,11/25/2014,1,1172011.176373021,1863049.419962901,41.7796575,-87.644930993,"(41.77965750036339, -87.64493099278877)"
CENTRAL AND DIVERSEY,1644,5600 W DIVERSEY AVENUE,11/25/2014,2,1138539.758528398,1918097.096677271,41.931385977,-87.766310532,"(41.93138597683265, -87.76631053155157)"
LARAMIE AND FULLERTON,1424,5200 W FULLERTON AVENUE,11/25/2014,2,1141305.554932016,1915502.611239048,41.924215797,-87.756210755,"(41.92421579723144, -87.75621075458939)"
DAMEN AND 63RD,2702,6300 S DAMEN AVENUE,11/25/2014,1,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)"
CICERO AND ADDISON,1611,3600 N CICERO AVENUE,11/25/2014,3,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
WESTERN AND 71ST,2612,7100 S WESTERN AVENUE,11/25/2014,9,1161563.704681724,1857484.211306323,41.764608912,-87.683387053,"(41.76460891223613, -87.68338705328121)"
MADISON AND CENTRAL,1751,0 S CENTRAL AVENUE,11/25/2014,1,,,,,
OGDEN AND KOSTNER,2223,4400 W OGDEN AVENUE,11/25/2014,7,1147406.592439224,1887689.099869462,41.847777523,-87.734505969,"(41.84777752280453, -87.73450596874825)"
115TH AND HALSTED,2552,11500 S HALSTED STREE,11/25/2014,9,,,,,
CORNELL DRIVE AND 57TH,2182,5700 S CORNELL DRIVE,11/25/2014,16,1188165.732740433,1867529.196427323,41.791580204,-87.585564215,"(41.79158020433135, -87.58556421519536)"
LARAMIE AND MADISON,2044,5200 W MADISON STREET,11/25/2014,5,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)"
PULASKI AND CHICAGO,1983,4000 W CHICAGO AVENUE,11/25/2014,1,1149561.855939692,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)"
PULASKI AND FOSTER,1102,5200 N PULASKI RD,11/25/2014,3,1148746.251286324,1934286.914361976,41.97562074,-87.728383135,"(41.97562073966174, -87.72838313514907)"
SACRAMENTO AND LAKE,1821,150 N SACRAMENTO BOUL,11/25/2014,5,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
ELSTON AND ADDISON,1403,3216 W ADDISON ST,11/25/2014,7,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)"
WENTWORTH AND GARFIELD,2264,200 W GARFIELD BLVD,11/25/2014,14,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)"
ELSTON AND IRVING PARK,1502,4000 N ELSTON AVENUE,11/25/2014,1,1151273.974828198,1926311.849469842,41.953687266,-87.719297882,"(41.95368726563273, -87.71929788151473)"
PULASKI AND IRVING PARK,1574,4000 W IRVING PARK RD,11/25/2014,3,1148988.727877253,1926320.954938409,41.953756874,-87.727698513,"(41.95375687447515, -87.72769851312907)"
ROOSEVELT AND KOSTNER,2323,4400 W ROOSEVELT,11/25/2014,7,1147200.963258796,1894379.538078088,41.866140868,-87.73508956,"(41.866140867641654, -87.73508956008207)"
LAFAYETTE AND 87TH,2503,30 W 87TH STREET,11/25/2014,8,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)"
WESTERN AND DEVON,1211,6400 N WESTERN AVENUE,11/25/2014,1,1159113.585759434,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)"
CENTRAL AND IRVING PARK,1182,4000 N CENTRAL AVENUE,11/25/2014,2,1138258.614129764,1926071.172884932,41.953272751,-87.767150151,"(41.95327275103541, -87.76715015131407)"
71ST AND ASHLAND,2391,7100 S ASHLAND,11/25/2014,1,1166868.379865725,1857616.168087255,41.764859382,-87.663940176,"(41.764859382425385, -87.66394017630476)"
PULASKI AND DIVISION,1802,1200 N PULASKI ROAD,11/25/2014,3,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)"
WESTERN AND MARQUETTE,2672,6700 S WESTERN AVENUE,11/25/2014,7,1161488.747635042,1860134.788366884,41.771884028,-87.683588402,"(41.77188402771193, -87.68358840206334)"
CALIFORNIA AND DIVERSEY,1513,2800 W DIVERSEY,11/25/2014,1,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
ASHLAND AND 95TH,2473,1600 W 95TH STREET,11/25/2014,1,1167323.753394196,1841755.029221382,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)"
CENTRAL AND LAKE,1743,5600 W LAKE STREET,11/25/2014,2,1138951.495695032,1902230.510465733,41.887838735,-87.765183663,"(41.887838735330206, -87.76518366338465)"
PULASKI AND NORTH,1992,1600 N PULASKI AVENUE,11/25/2014,1,1149432.959240306,1910369.112502195,41.90997501,-87.726480523,"(41.909975010236906, -87.72648052306623)"
CICERO AND HARRISON,2023,4800 W HARRISON STREET,11/25/2014,2,1144451.867388303,1896949.561959463,41.873245464,-87.745117179,"(41.873245464379586, -87.7451171788807)"
CENTRAL AND FULLERTON,1444,5600 W FULLERTON AVENU,11/25/2014,2,1138627.279189421,1915438.969256439,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)"
ELSTON AND LAWRENCE,1282,4800 N ELSTON AVENUE,11/25/2014,1,1145529.344259918,1931501.601268983,41.968039361,-87.740283894,"(41.96803936143674, -87.74028389448999)"
BROADWAY/SHERIDAN AND DEVON,1123,1200 W DEVON AVE,11/25/2014,3,1167109.644248166,1942688.147952186,41.998298228,-87.660611661,"(41.99829822771884, -87.66061166063517)"
ROOSEVELT AND KOSTNER,2321,1200 S KOSTNER,11/25/2014,2,1147196.304001978,1894305.883269746,41.865938839,-87.735108549,"(41.8659388389088, -87.73510854901264)"
ELSTON AND LAWRENCE,1284,4440 W LAWRENCE AVENUE,11/25/2014,3,1145715.061027481,1931571.0474838,41.968226398,-87.739599251,"(41.96822639754791, -87.73959925065756)"
PULASKI AND ARCHER,2153,5000 S ARCHER AVE,11/25/2014,4,1150501.818909837,1871162.311703322,41.802365973,-87.723576766,"(41.80236597333895, -87.72357676611004)"
STONEY ISLAND AND 76TH,2631,7600 S STONY ISLAND A,11/25/2014,9,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
63RD AND STATE,2712,6300 S STATE ST,11/25/2014,7,1177303.801895084,1863220.216755923,41.780008277,-87.625522512,"(41.78000827740796, -87.6255225119157)"
PULASKI AND PETERSON,1263,4000 W PETERSON AVENUE,11/25/2014,7,1148618.560490339,1939615.133928395,41.990244186,-87.728714391,"(41.99024418564742, -87.7287143910091)"
SACRAMENTO AND LAKE,1822,150 N SACRAMENTO BOUL,11/25/2014,1,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
HALSTED AND NORTH,1761,1600 N HALSTED STREET,11/25/2014,4,1170678.283433825,1910880.991397547,41.910940644,-87.648419043,"(41.91094064391597, -87.64841904272998)"
HALSTED AND 83RD,2641,8300 S HALSTED STREET,11/25/2014,1,1172378.202798089,1849790.199606783,41.743264491,-87.64397498,"(41.743264490643654, -87.64397498015705)"
AUSTIN AND ADDISON,1491,3600 N AUSTIN AVENUE,11/25/2014,4,1135691.599896458,1923335.967306169,41.945813215,-87.776652162,"(41.9458132146695, -87.77665216156436)"
CICERO AND I55,2252,4200 S CICERO AVENUE,11/25/2014,11,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
COLUMBUS AND ILLINOIS,1951,500 N COLUMBUS DRIVE,11/25/2014,17,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
HALSTED AND FULLERTON,1704,800 W FULLERTON AVENUE,11/25/2014,4,1170525.624723311,1916208.443992778,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)"
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,11/25/2014,10,,,,,
CICERO AND I55,2251,4200 S CICERO AVENUE,11/25/2014,19,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
35TH AND WESTERN,2092,3500 S WESTERN,11/25/2014,3,1160894.949857101,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,11/25/2014,3,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.82309676016606, -87.68501895061576)"
ARCHER AND CICERO,2081,5200 S CICERO AVE,11/25/2014,21,1145195.931989777,1869737.708306623,41.798558278,-87.743071866,"(41.798558278193305, -87.74307186616427)"
CICERO AND NORTH,2033,4800 W NORTH AVENUE,11/25/2014,2,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)"
75TH AND STATE,2624,1 E 75TH STREET,11/25/2014,10,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)"
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,11/25/2014,4,,,,,
CALIFORNIA AND DEVON,1323,2800 W DEVON AVENUE,11/25/2014,2,1156484.528078038,1942377.980662191,41.997669523,-87.699706423,"(41.99766952286052, -87.69970642324591)"
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,11/25/2014,10,,,,,
LAKE SHORE DR AND BELMONT,1413,400 W BELMONT AVE,11/25/2014,57,1172981.744869382,1921577.376128802,41.940241193,-87.639639114,"(41.94024119325571, -87.63963911427594)"
CICERO AND PETERSON,1202,6000 N CICERO AVENUE,11/25/2014,5,1143247.733553094,1939479.342905704,41.989973915,-87.748473024,"(41.98997391514614, -87.74847302426933)"
HOLLYWOOD AND SHERIDAN,1344,1000 W HOLLYWOOD AVE,11/25/2014,14,1168580.228926466,1938090.295189338,41.985649799,-87.655335807,"(41.98564979859328, -87.65533580655139)"
MILWAUKEE AND DEVON,1274,6400 W DEVON AVENUE,11/25/2014,4,1132590.619798275,1942138.532048656,41.997463981,-87.787610243,"(41.99746398102873, -87.78761024341388)"
75TH AND STATE,2621,7500 S STATE STREET,11/25/2014,3,1177538.763040612,1855235.551345519,41.758092176,-87.624902228,"(41.75809217638291, -87.6249022282473)"
LINCOLN AND MCCORMICK,2751,6200 N LINCOLN AVENUE,11/25/2014,7,1152551.008921873,1941175.933038791,41.994450004,-87.714208439,"(41.9944500041165, -87.71420843920934)"
WESTERN AND ADDISON,,2400 W ADDISON,11/25/2014,1,1159719.041544334,1923878.577275797,41.946839991,-87.688320193,"(41.9468399910054, -87.68832019252964)"
99TH AND HALSTED,2431,9900 S HALSTED ST,11/25/2014,14,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
ASHLAND AND 95TH,2472,9500 S ASHLAND AVENUE,11/25/2014,5,1167295.830128711,1841695.121217916,41.721160612,-87.662828139,"(41.72116061205213, -87.66282813939165)"
ADDISON AND HARLEM,1593,7200 W ADDISON,11/26/2014,1,1127417.488447099,1923123.407710965,41.945373358,-87.807070326,"(41.94537335809189, -87.80707032561135)"
PULASKI AND 79TH,2494,4000 W 79TH STREET,11/26/2014,1,1151074.116357501,1851966.830243835,41.749679359,-87.721978345,"(41.74967935883473, -87.72197834524168)"
WESTERN AND MARQUETTE,2674,2400 W MARQUETTE ROAD,11/26/2014,3,1161509.889315231,1860208.627404126,41.772086214,-87.683508858,"(41.772086214104526, -87.68350885781568)"
CICERO AND DIVERSEY,1691,2800 N CICERO AVENUE,11/26/2014,2,1143863.647574835,1918202.018463414,41.931575608,-87.746743301,"(41.93157560844622, -87.74674330113561)"
GRAND AND OAK PARK,1524,6800 W GRAND AVENUE,11/26/2014,27,1130668.89526974,1915248.469290467,41.923708193,-87.795300781,"(41.92370819286044, -87.79530078123082)"
ARCHER/NARRAGANSETT AND 55TH,2073,6400 W ARCHER AVE,11/26/2014,8,1134629.248133949,1867443.543796524,41.792455256,-87.78187685,"(41.79245525550523, -87.78187684987694)"
AUSTIN AND ADDISON,1493,6000 W ADDISON STREET,11/26/2014,2,1135698.173154422,1923360.229527805,41.945879676,-87.776627421,"(41.94587967559099, -87.77662742093737)"
PULASKI AND 63RD,2343,4000 W 63RD ST,11/26/2014,4,1150768.346768175,1862564.615405259,41.77876739,-87.722823195,"(41.778767390084305, -87.72282319530368)"
KIMBALL AND LINCOLN,2741,6200 N KIMBALL AVENUE,11/26/2014,2,1152543.355058345,1940954.1008022,41.993841437,-87.714242493,"(41.99384143707685, -87.71424249302686)"
LAWRENCE AND CICERO,1041,4800 N CICERO AVE,11/26/2014,4,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
ARCHER AND CICERO,2084,5400 S ARCHER AVE,11/26/2014,4,1145209.426392053,1869810.657411975,41.798758208,-87.743020541,"(41.798758207843264, -87.74302054146467)"
WESTERN AND 63RD,2371,6300 S WESTERN AVE,11/26/2014,2,1161415.712688877,1862772.38856596,41.779123484,-87.683783099,"(41.77912348383963, -87.68378309863576)"
COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,11/26/2014,6,1183531.307692447,1842122.302108743,41.721970465,-87.60334804,"(41.72197046522736, -87.60334804007711)"
KEDZIE AND 47TH,2101,4700 S KEDZIE AVE,11/26/2014,3,1155791.949302478,1873270.778481327,41.808047272,-87.704118822,"(41.80804727165029, -87.70411882229871)"
BLUE ISLAND AND DAMEN,2281,2416 S DAMEN AVENUE,11/26/2014,2,1163378.697434511,1887916.370760201,41.848080596,-87.675881338,"(41.84808059558783, -87.67588133802435)"
87TH AND VINCENNES,2413,848 W 87TH STREET,11/26/2014,6,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)"
MADISON AND CENTRAL,1754,5600 W MADISON STREET,11/26/2014,5,1139033.690528149,1899503.712147867,41.880354556,-87.764948136,"(41.88035455632559, -87.76494813634785)"
PETERSON AND WESTERN,1011,6000 N WESTERN AVE,11/26/2014,6,1159190.625032041,1939816.75471116,41.990586042,-87.689822473,"(41.99058604241958, -87.68982247294417)"
RIDGE AND CLARK,1051,5930 N CLARK STREET,11/26/2014,5,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)"
95TH AND STONEY ISLAND,2514,1600 E 95TH STREET,11/26/2014,6,1188537.746187743,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)"
