,pole_id,sum_trans_amt,combined_parking_meter_data
449725,W-100,575,82108
449845,W-102,175,78553
449964,W-103,995,83204
450087,W-104,520,80832
450202,W-106,55,77301
450321,W-107,520,90067
450445,W-108,75,87669
450565,W-109,430,94921
450689,W-112,490,94803
450807,W-115,35,85371
450924,W-117,605,89074
451033,W-121,25,86861
451154,W-302,1030,102492
451268,W-304,515,96278
451384,W-306,560,88643
451498,W-308,205,81834
451612,W-310,445,98969
451730,W-311,1060,93340
451845,W-313,975,89697
451961,W-315,910,90813
452078,W-317,1275,96458
452189,W-405,590,100047
452306,W-407,935,99657
452415,W-409,900,104808
452528,W-421,945,88715
452640,W-423,830,96231
452756,WA-200,625,64873
452853,WA-202,105,62686
452958,WA-204,1104,65528
453058,WA-206,100,64910
453152,WA-208,1125,65921
453244,WA-210,50,70131
453343,WA-212,225,55446
453432,WA-302,200,68637
453531,WA-303,545,55513
453619,WA-304,885,69608
453721,WA-305,1065,56881
453807,WA-306,75,55971
453903,WA-307,225,39859
453979,WA-312,820,58204
454075,WA-314,1065,70940
454172,WA-316,1095,67930
454273,WA-400,500,66184
454384,WA-402,595,69343
454485,WA-404,250,92342
454599,WA-406,300,88550
454710,WA-408,170,86207
454820,WA-410,225,97795
454932,WA-412,250,92897
455049,WA-414,275,72221
455159,WA-607,125,105780
455271,WA-609,545,108866
455383,WA-611,350,108886
455497,WA-613,25,92169
455595,WA-615,895,105625
455703,WAH-116,345,50522
455794,WAH-200N,3915,368207
455908,WAH-203,360,34336
455984,WAH-205,225,36374
456076,WAH-211,425,32708
456159,WAH-213,350,37898
456250,WAH-300N,3395,703430
456365,WAH-300S,2495,574024
456478,WAH-400N,1620,692925
456593,WAH-405,350,83873
456693,WAH-407,350,81878
456787,WAH-409,250,98072
456903,WAH-411,245,105412
457017,WAH-413,320,105803
457130,WAH-415,700,108287
457246,WAH-501,25,100947
457363,WAH-503,325,107389
457478,WAH-513,525,101372
457594,WAH-514,225,46415
457708,WAH-515,1245,104821
457823,WB-200,125,65206
457925,WB-202,590,61432
458033,WB-204,920,59158
458143,WB-400N,50,947215
458260,WB-400S,3095,518143
458373,WB-500N,4975,856369
458489,WB-500S,210,711131
458603,WB-600N,575,355353
458717,WB-601,684,89598
458827,WB-603,910,87426
458932,WB-606,175,18265
459034,WB-611,75,81347
459143,WB-613,400,80312
459250,WB-615,150,79610
459360,WB-617,375,55784
459454,WBE-307,25,112258
459567,WBE-313,175,63875
459686,WBE-315,130,46414
459802,WBE-400,725,118477
459917,WBE-402,725,120835
460032,WBE-404,525,122684
460148,WBE-405,945,117157
460263,WBE-407,950,115514
460378,WBE-409,1140,110349
460492,WBE-411,375,108499
460608,WBE-412,335,119349
460724,WBE-413,360,110122
460838,WBE-415,630,106810
460950,WBE-420,520,117293
461067,WBE-500N,9665,1560040
461183,WBE-501,895,95876
461292,WBE-503,315,89297
461401,WBE-505,400,85006
461508,WBE-507,735,90072
461621,WBE-509,870,97336
461733,WBE-511,420,98539
461848,WBE-600,155,117523
461961,WBE-602,475,121285
462080,WCE-406,700,90623
462195,WCE-408,860,81408
462308,WCE-410,755,86626
462420,WCE-414,820,86594
462531,WCE-416,945,83597
462638,WCE-418,900,85381
462749,WD-106,250,94264
462866,WD-108,300,99917
462985,WD-110,505,93697
463096,WD-411,375,88799
463207,WD-413,975,86406
463319,WD-500,625,84197
463429,WD-502,250,101726
463543,WD-504,905,89261
463655,WD-510,550,98648
463763,WD-512,775,99706
463876,WDA-200,700,79885
463989,WDA-201,350,80727
464104,WDA-202,150,76487
464216,WDA-203,110,71798
464330,WDA-204,500,75358
464443,WDA-205,85,67542
464556,WDA-206,45,81859
464671,WDA-207,370,77415
464783,WDA-208,900,81337
464895,WDA-210,665,82645
465009,WDA-212,585,85762
465123,WDA-214,155,91229
465236,WDA-216,589,95078
465351,WDA-218,490,93540
465466,WDA-220,545,98295
465582,WDA-700,125,22370
465691,WDA-701,1045,103875
465806,WDA-702,25,24305
465914,WDA-703,965,93016
466030,WDA-704,790,98643
466145,WDA-705,655,86362
466260,WDA-706,765,86444
466374,WDA-707,975,80625
466488,WDA-708,750,85568
466604,WDA-709,1100,90557
466721,WDA-710,800,77561
466836,WDA-712,800,76402
466954,WE-701,225,61874
467056,WE-703,25,77669
467159,WE-705,175,77148
467261,WE-707,405,79758
467365,WE-709,200,82631
467476,WF-100N,4139,816555
467593,WF-111,185,89845
467704,WF-113,950,84769
467813,WF-115,810,67920
467903,WF-200N,1700,498250
468020,WF-203,980,74102
468129,WF-205,250,69100
468240,WF-213,425,63539
468351,WF-300N,1725,281524
468463,WF-800N,4150,817007
468577,WF-801,675,75939
468692,WF-817,750,76245
468808,WF-819,700,79329
468922,WFI-600S,7504,1256338
469037,WFI-619,740,56508
469144,WFI-621,350,52995
469256,WFI-623,35,24140
469368,WFI-624,800,45448
469432,WFI-626,340,58422
469508,WFI-700N,75,1656621
469627,WFI-802,975,114512
469740,WFI-803,995,114113
469854,WFI-804,1025,108470
469971,WFI-805,725,101652
470085,WFI-806,925,105273
470200,WFI-807,605,92786
470312,WFI-808,750,98185
470427,WFI-809,1110,88899
470539,WFI-810,75,97614
470657,WFI-812,650,93719
470773,WFI-814,840,93391
470888,WG-100N,3290,502190
471004,WG-100S,2880,478187
471119,WG-103,350,78855
471236,WG-115,395,77115
471355,WG-200N,5325,767033
471471,WG-200S,3540,449890
471585,WG-300N,1605,902722
471700,WG-300S,10510,680554
471813,WG-400N,3060,785965
471929,WG-403,650,74748
472035,WG-405,750,75902
472144,WG-407,600,74394
472257,WG-409,330,69869
472368,WG-411,550,72358
472479,WG-413,355,75020
472591,WG-415,275,75144
472705,WG-417,240,74244
472816,WG-419,225,77493
472930,WG-500N,5580,990908
473047,WG-501,450,72495
473159,WG-503,500,67938
473269,WG-505,575,66094
473381,WG-507,550,69144
473493,WG-509,400,68520
473604,WG-511,600,72825
473717,WG-513,750,74213
473829,WG-600N,6280,689474
473944,WG-600S,25,623036
474062,WG-615,305,56468
474175,WG-800N,5380,848033
474292,WG-800S,2825,412463
474409,WG-816,125,64520
474516,WG-818,715,70152
474625,WGP-600,600,77467
474741,WGP-602,705,68296
474860,WGP-604,725,68096
474978,WGP-606,640,71842
475088,WGP-608,50,19000
475204,WGP-610,70,16830
475316,WGP-611,775,100016
475434,WGP-612,20,18564
475554,WGP-613,770,89874
475669,WGP-614,35,28410
475788,WGP-615,425,92906
475900,WGP-617,475,85710
476013,WGP-803,550,75488
476128,WGP-804,325,62964
476238,WGP-805,725,73414
476354,WGP-807,650,73839
476469,WGP-809,325,70669
476583,WGP-811,25,70208
476697,WGP-813,375,69812
476810,WGP-814,695,74280
476923,WGP-815,500,72504
477037,WGP-816,75,64394
477147,WGP-901,325,62630
477259,WGP-903,475,59092
477372,WGP-904,475,51479
477475,WGP-905,375,55934
477578,WGP-906,675,57157
477681,WGP-907,305,64975
477799,WGP-916,675,64620
477910,WH-100S,6750,723274
478025,WH-108,570,80901
478140,WH-110,700,96938
478255,WH-200N,5345,699210
478369,WH-200S,6555,649740
478485,WH-300N,4229,518094
478599,WH-400N,25,469113
478716,WHA-709,430,90154
478836,WHA-711,25,96034
478954,WHA-713,545,102470
479073,WIV-800N,3575,490665
479193,WJN-100,589,53212
479291,WJN-101,585,66081
479405,WJN-102,350,63084
479510,WJN-103,105,46053
479611,WJN-105,575,42297
479714,WJN-108,150,45288
479809,WJN-114,250,37971
479908,WJN-116,180,31062
480003,WMB-826,75,19440
480120,WMB-828,85,12560
480219,WMB-838,125,18645
480313,WMB-840,25,14625
480402,WN-102,400,92263
480519,WN-104,370,85213
480635,WN-106,425,90918
480753,WN-107,520,89116
480867,WN-108,835,100662
480982,WN-111,680,89214
481096,WN-113,330,77756
481209,WN-114,860,99457
481320,WN-115,580,82437
481434,WN-116,895,101650
481551,WN-117,375,70747
481663,WN-118,100,106613
481781,WN-119,375,71612
481897,WN-120,30,112188
482013,WN-202,155,80783
482124,WN-206,910,81551
482235,WN-209,625,40635
482314,WN-210,890,85029
482430,WN-211,525,45746
482508,WN-212,480,83672
482622,WN-213,480,42117
482703,WN-215,395,40697
482783,WN-217,700,39691
482864,WN-219,485,45745
482951,WN-300,110,68468
483066,WN-302,370,53567
483180,WN-304,190,54568
483292,WN-306,125,58978
483404,WN-308,175,15134
483491,WN-309,775,89408
483609,WN-313,75,78684
483726,WN-314,430,54397
483835,WN-316,390,49978
483945,WN-319,700,69068
484055,WN-320,285,46999
484163,WN-407,25,76428
484281,WN-409,30,63044
484398,WN-411,365,70234
484513,WN-413,470,79528
484632,WN-419,55,74058
484752,WN-421,50,67149
484871,WN-601,120,20979
484982,WN-603,285,14705
485086,WN-609,60,17594
485183,WN-611,180,12179
485254,WN-613,250,18074
485339,WN-615,65,12115
485407,WN-701,485,42510
485515,WN-707,450,59529
485629,WN-708,750,66000
485749,WN-709,375,47618
485864,WN-710,645,88113
485987,WN-711,300,52259
486100,WN-712,360,91682
486218,WN-714,395,91252
486340,WN-800,275,42500
486455,WN-801,75,30110
486573,WN-802,830,99637
486689,WN-803,250,86490
486805,WN-804,435,94725
486923,WN-805,805,88840
487040,WN-806,70,94060
487155,WN-807,35,87017
487271,WN-808,600,94999
487386,WN-809,300,77359
487501,WN-810,1090,98908
487617,WN-811,585,93117
487734,WN-812,930,100652
487854,WN-813,285,89280
487972,WN-814,800,103243
488085,WN-902,35,20555
488193,WN-903,260,33380
488308,WN-904,600,100350
488423,WN-905,635,79775
488536,WN-906,750,102395
488650,WN-908,150,95974
488765,WN-909,280,71449
488881,WN-911,160,63910
488995,WN-913,125,54121
489109,WN-915,450,53614
489226,WR-1700,720,86378
489345,WR-1701,775,88733
489464,WR-1702,75,79886
489584,WR-1703,885,86543
489702,WR-1704,1055,81637
489820,WR-1706,770,75843
489932,WR-1708,690,75869
490050,WR-1710,75,73600
490169,WR-1712,650,76665
490294,WR-1714,700,71780
490414,WR-1716,745,75732
490533,WR-1720,785,70395
490650,WR-1722,790,57531
490755,WR-1724,200,64589
490878,WR-1726,595,63550
490992,WR-1728,745,68638
491109,WSL-100N,25,943171
491225,WSL-200S,25,1298064
491343,WT-200,300,20948
491416,WT-201,675,24459
491500,WT-202,55,18888
491585,WT-203,50,33694
491686,WT-204,570,27749
491762,WT-205,250,39488
491861,WT-207,30,41727
491966,WT-208,75,35890
492050,WT-300,468,41954
492148,WT-301,550,20812
492229,WT-303,100,32395
492323,WT-305,685,34453
492416,WT-307,500,39728
492511,WT-309,360,49793
492617,WT-310,390,55893
492727,WT-321,210,49214
492836,WT-322,300,62495
492945,WT-323,490,48883
493052,WT-324,470,54330
493158,WT-327,285,44649
493269,WT-329,640,58662
493380,WT-333,5,51857
493492,WT-336,250,61369
493606,WT-338,125,57287
493715,WT-340,750,58861
493823,WT-400,425,79350
493938,WT-402,415,49268
494040,WT-406,425,80983
494156,WT-408,280,78377
494269,WT-410,375,80767
494381,WT-412,325,87066
494497,WT-414,675,77047
494605,WUV-111,150,77929
494719,WUV-113,385,63256
494835,WUV-114,200,52234
494947,WUV-115,415,63335
495063,WUV-116,200,56179
495177,WUV-117,395,58672
495291,WUV-118,45,74653
495407,WUV-119,725,62127
