,zone,area,sub_area,pole,config_id,config_name,longitude,latitude,nearest_pothole_dist
1163,Downtown,East Village,900 FIFTEENTH ST,15-904,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050500000001,32.714921999999994,175.38159790808746
1164,Downtown,East Village,900 FIFTEENTH ST,15-906,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050500000001,32.71496,178.76467079906055
1165,Downtown,East Village,900 FIFTEENTH ST,15-908,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050500000001,32.715016999999996,183.90352332143843
1166,Downtown,East Village,900 FIFTEENTH ST,15-910,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050600000001,32.715056,187.51389343708814
1167,Downtown,East Village,900 FIFTEENTH ST,15-912,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050600000001,32.715113,192.76838000341138
1168,Downtown,East Village,900 FIFTEENTH ST,15-914,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050600000001,32.715151,196.30623185697704
1169,Downtown,East Village,900 FIFTEENTH ST,15-916,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.150507,32.715208000000004,201.71071802354305
1170,Downtown,East Village,900 FIFTEENTH ST,15-918,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.150507,32.715246,205.3105646912568
1171,Downtown,East Village,900 FIFTEENTH ST,15-920,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.150507,32.715303999999996,210.84883724895835
1172,Downtown,East Village,900 FIFTEENTH ST,15-922,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.150508,32.715342,214.5505160561705
1173,Downtown,East Village,900 FIFTEENTH ST,15-924,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.150396,32.715358,211.15593001169074
1174,Downtown,East Village,900 FIFTEENTH ST,15-926,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.150508,32.715399,220.06994209957608
1175,Downtown,East Village,900 FIFTEENTH ST,15-928,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.150508,32.715437,223.77305321437808
1176,Downtown,East Village,900 FIFTEENTH ST,15-930,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050900000001,32.715495000000004,229.5022695778054
1177,Downtown,East Village,900 FIFTEENTH ST,15-932,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050900000001,32.715533,233.24783280834518
1178,Downtown,East Village,900 FIFTEENTH ST,15-934,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15050900000001,32.71559,238.89534441924476
1179,Downtown,East Village,900 FIFTEENTH ST,15-936,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15051000000001,32.715628,242.71964081897784
1180,Downtown,East Village,900 FIFTEENTH ST,15-938,14762,2 Hour Max $1.25 HR 8am-4pm Mon-Sat  (Mobile Pay) ,-117.15051000000001,32.715685,248.41969919680432
1181,Downtown,East Village,1000 SIXTEENTH ST,16-1004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14959099999999,32.71595,254.83523001282393
1182,Downtown,East Village,1000 SIXTEENTH ST,16-1006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149592,32.716086,264.18092482366626
1183,Downtown,East Village,1000 SIXTEENTH ST,16-1007,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14938899999999,32.71606,247.21705612294687
1184,Downtown,East Village,1000 SIXTEENTH ST,16-1009,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149404,32.716063,248.41749508227718
1185,Downtown,East Village,1000 SIXTEENTH ST,16-1011,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149501,32.716120000000004,254.89851393008425
1186,Downtown,East Village,1000 SIXTEENTH ST,16-1012,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14936200000001,32.716384000000005,234.5202047270922
1187,Downtown,East Village,1000 SIXTEENTH ST,16-1013,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14950900000001,32.716146,254.7201409778199
1188,Downtown,East Village,1000 SIXTEENTH ST,16-1014,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149593,32.716378999999996,255.8049181377537
1189,Downtown,East Village,1000 SIXTEENTH ST,16-1015,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149496,32.716138,253.831638861874
1190,Downtown,East Village,1000 SIXTEENTH ST,16-1016,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149594,32.716515,253.29171950791905
1191,Downtown,East Village,1000 SIXTEENTH ST,16-1017,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149584,32.716341,255.8634075892741
1192,Downtown,East Village,1000 SIXTEENTH ST,16-1018,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14940700000001,32.716479,236.61252824335853
1193,Downtown,East Village,1000 SIXTEENTH ST,16-1019,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14960900000001,32.716371,257.452869836216
1194,Downtown,East Village,1000 SIXTEENTH ST,16-1020,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14941599999999,32.716460999999995,237.79158038776842
1195,Downtown,East Village,1000 SIXTEENTH ST,16-1021,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149575,32.716569,250.73226079387237
1196,Downtown,East Village,1000 SIXTEENTH ST,16-1023,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.14958700000001,32.716596,251.50400301684414
1197,Downtown,East Village,100 SIXTEENTH ST,16-119,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149351,32.706683,29.785952729231965
1198,Downtown,East Village,100 SIXTEENTH ST,16-121,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149351,32.707007,64.76009595350358
1199,Downtown,East Village,600 SIXTEENTH ST,16-602,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.14956200000002,32.711712,139.82669509495898
1200,Downtown,East Village,600 SIXTEENTH ST,16-604,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.14956200000002,32.711813,150.99801341860265
1201,Downtown,East Village,600 SIXTEENTH ST,16-606,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.14956299999999,32.711934,164.39153040498692
1202,Downtown,East Village,600 SIXTEENTH ST,16-608,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.14956399999998,32.712035,175.57448915303473
1203,Downtown,East Village,600 SIXTEENTH ST,16-610,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.149565,32.712156,167.4306776768553
1204,Downtown,East Village,600 SIXTEENTH ST,16-612,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.149566,32.712257,156.30976397364944
1205,Downtown,East Village,600 SIXTEENTH ST,16-614,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.149503,32.712129,169.91266496467267
1206,Downtown,East Village,600 SIXTEENTH ST,16-626,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.14956699999999,32.712379,142.88998057837097
1207,Downtown,East Village,700 SIXTEENTH ST,16-701,9272,9 Hour Max $0.75 HR 8am-6pm Mon-Sat,-117.14938799999999,32.712823,92.58658333342936
1208,Downtown,East Village,700 SIXTEENTH ST,16-703,9272,9 Hour Max $0.75 HR 8am-6pm Mon-Sat,-117.14938899999999,32.712957,77.73371153069985
1209,Downtown,East Village,700 SIXTEENTH ST,16-705,9272,9 Hour Max $0.75 HR 8am-6pm Mon-Sat,-117.14939,32.713091,62.88179838803536
1210,Downtown,East Village,700 SIXTEENTH ST,16-710,9268,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.149573,32.713244,49.37238947815249
1211,Downtown,East Village,700 SIXTEENTH ST,16-716,9268,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.149574,32.713378000000006,36.02315100636514
1212,Downtown,East Village,700 SIXTEENTH ST,16-718,9268,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.149575,32.713512,24.47525732500342
1213,Downtown,East Village,800 SIXTEENTH ST,16-807,14752,9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ,-117.149394,32.713782,13.796497638851099
1214,Downtown,East Village,800 SIXTEENTH ST,16-809,14752,9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ,-117.149394,32.713878,24.408428547278117
1215,Downtown,East Village,800 SIXTEENTH ST,16-813,14752,9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ,-117.149395,32.713954,32.8274768971604
1216,Downtown,East Village,800 SIXTEENTH ST,16-814,14750,9 Hour Max $0.50 HR 8am-6pm Mon-Sat (Mobile Pay) ,-117.14957700000001,32.714048999999996,47.122142258239116
1217,Downtown,East Village,800 SIXTEENTH ST,16-816,14750,9 Hour Max $0.50 HR 8am-6pm Mon-Sat (Mobile Pay) ,-117.149578,32.714144,56.98623546409558
1218,Downtown,East Village,800 SIXTEENTH ST,16-817,14752,9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ,-117.149396,32.714256,66.2911980802241
1219,Downtown,East Village,800 SIXTEENTH ST,16-818,14750,9 Hour Max $0.50 HR 8am-6pm Mon-Sat (Mobile Pay) ,-117.149579,32.714355,79.48281473085312
1220,Downtown,East Village,800 SIXTEENTH ST,16-819,14752,9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ,-117.149398,32.714436,86.24447117357518
1221,Downtown,East Village,800 SIXTEENTH ST,16-822,14750,9 Hour Max $0.50 HR 8am-6pm Mon-Sat (Mobile Pay) ,-117.14958100000001,32.714535,99.02276657924855
1222,Downtown,East Village,800 SIXTEENTH ST,16-824,14750,9 Hour Max $0.50 HR 8am-6pm Mon-Sat (Mobile Pay) ,-117.14958200000001,32.714615,107.75784652626565
1223,Downtown,East Village,800 SIXTEENTH ST,16-825,14752,9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ,-117.150828,32.715606,255.0642652336973
1224,Downtown,East Village,500 SIXTH AVE,6-500E,13182,MSPM 2 Hour Max $1.25 HR 10am-8pm Mon-Sat,-117.159221,32.710714,372.7827218998213
1225,Downtown,East Village,600 SIXTH AVE,6-603,13444,15 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159135,32.711698,315.722652426593
1226,Downtown,East Village,600 SIXTH AVE,6-605,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159136,32.711757,309.181722309258
1227,Downtown,East Village,600 SIXTH AVE,6-607,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15913700000002,32.711797,304.74701122750247
1228,Downtown,East Village,600 SIXTH AVE,6-615,10801,30 Min Max $1.25 HR 8am-8pm Mon-Sat (Mobile Pay),-117.15914,32.711954,287.3413838856713
1229,Downtown,East Village,600 SIXTH AVE,6-617,10801,30 Min Max $1.25 HR 8am-8pm Mon-Sat (Mobile Pay),-117.160191,32.712104,287.52992441926057
1230,Downtown,East Village,600 SIXTH AVE,6-619,10801,30 Min Max $1.25 HR 8am-8pm Mon-Sat (Mobile Pay),-117.159144,32.71215,265.6121243386398
1231,Downtown,East Village,600 SIXTH AVE,6-621,10801,30 Min Max $1.25 HR 8am-8pm Mon-Sat (Mobile Pay),-117.15914599999999,32.712247999999995,254.74759737052617
1232,Downtown,East Village,600 SIXTH AVE,6-623,12465,2 Hour Max $1.25 HR 10am-5pm Mon-Sat (Mobile Pay),-117.159148,32.712346000000004,243.883151178095
1233,Downtown,East Village,600 SIXTH AVE,6-625,12465,2 Hour Max $1.25 HR 10am-5pm Mon-Sat (Mobile Pay),-117.159149,32.712445,232.90822504602508
1234,Downtown,East Village,700 SIXTH AVE,6-703,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159153,32.712668,208.18662415102142
1235,Downtown,East Village,700 SIXTH AVE,6-705,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159154,32.712784,195.32727395202969
1236,Downtown,East Village,700 SIXTH AVE,6-707,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159155,32.712881,184.57420229321139
1237,Downtown,East Village,700 SIXTH AVE,6-715,13443,30 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159158,32.713153999999996,154.31063670513444
1238,Downtown,East Village,700 SIXTH AVE,6-717,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159159,32.71327,141.4515163862164
1239,Downtown,East Village,700 SIXTH AVE,6-719,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15916000000001,32.713328000000004,135.02207680759906
1240,Downtown,East Village,700 SIXTH AVE,6-721,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15916000000001,32.713367,130.6987292771825
1241,Downtown,East Village,800 SIXTH AVE,6-817,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15931200000001,32.710367,367.6544503045334
1242,Downtown,East Village,800 SIXTH AVE,6-819,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15916899999999,32.714178000000004,40.81025973044689
1243,Downtown,East Village,800 SIXTH AVE,6-821,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15916999999999,32.71431,26.190210115637914
1244,Downtown,East Village,900 SIXTH AVE,6-903,8998,1 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159175,32.714928,7.243124045327867
1245,Downtown,East Village,900 SIXTH AVE,6-905,13444,15 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159177,32.715082,21.686688697127593
1246,Downtown,East Village,900 SIXTH AVE,6-907,13444,15 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.159178,32.715216999999996,36.28976855605288
1247,Downtown,East Village,900 SIXTH AVE,6-909,8998,1 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15917900000001,32.715371000000005,53.19626736409204
1248,Downtown,East Village,900 SIXTH AVE,6-911,8998,1 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15917900000001,32.715447999999995,61.68810564379035
1249,Downtown,East Village,900 SIXTH AVE,6-913,8998,1 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15918,32.715525,64.6383204728157
1250,Downtown,East Village,900 SIXTH AVE,6-915,8998,1 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15918,32.715602000000004,57.58871246727292
1251,Downtown,East Village,1000 SEVENTH AVE,7-1000,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.15844399999999,32.715845,105.12867602021949
1252,Downtown,East Village,1000 SEVENTH AVE,7-1001,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15826200000001,32.715903999999995,121.07476723341358
1253,Downtown,East Village,1000 SEVENTH AVE,7-1002,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.158445,32.71598,103.34387661269703
1254,Downtown,East Village,1000 SEVENTH AVE,7-1003,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15826299999999,32.716039,120.33111569452156
1255,Downtown,East Village,1000 SEVENTH AVE,7-1004,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158446,32.716115,103.71028665423955
1256,Downtown,East Village,1000 SEVENTH AVE,7-1005,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15826399999999,32.716174,121.44136025223939
1257,Downtown,East Village,1000 SEVENTH AVE,7-1006,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158447,32.716251,106.23244931495584
1258,Downtown,East Village,1000 SEVENTH AVE,7-1007,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15826499999999,32.71631,124.38457954708562
1259,Downtown,East Village,1000 SEVENTH AVE,7-1009,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158266,32.716387,126.7791797347975
1260,Downtown,East Village,1000 SEVENTH AVE,7-1013,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158266,32.716445,128.9928880329083
1261,Downtown,East Village,1000 SEVENTH AVE,7-1015,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158267,32.716522,132.27284705771365
1262,Downtown,East Village,1000 SEVENTH AVE,7-1017,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158267,32.71658,135.11015956130618
1263,Downtown,East Village,1000 SEVENTH AVE,7-1021,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15826799999999,32.716658,139.22247647642757
1264,Downtown,East Village,500 SEVENTH AVE,7-507,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15821000000001,32.71058,280.7292977128046
1265,Downtown,East Village,500 SEVENTH AVE,7-509,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15821299999999,32.710699,287.3548807490554
1266,Downtown,East Village,500 SEVENTH AVE,7-511,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15821499999998,32.710798,293.1660584404941
1267,Downtown,East Village,500 SEVENTH AVE,7-513,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15821799999999,32.710918,300.6416036211742
1268,Downtown,East Village,500 SEVENTH AVE,7-515,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15821100000001,32.711048999999996,296.4052361541346
1269,Downtown,East Village,500 SEVENTH AVE,7-517,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158226,32.711128,292.78998961085586
1270,Downtown,East Village,500 SEVENTH AVE,7-519,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15822,32.711017,299.0965976593374
1271,Downtown,East Village,500 SEVENTH AVE,7-521,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158222,32.711137,291.93976940465063
1272,Downtown,East Village,600 SEVENTH AVE,7-606,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15841499999999,32.711679,281.7325402176887
1273,Downtown,East Village,600 SEVENTH AVE,7-608,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15841599999999,32.711778,278.2841843643625
1274,Downtown,East Village,600 SEVENTH AVE,7-610,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158418,32.711897,274.7349837421295
1275,Downtown,East Village,600 SEVENTH AVE,7-615,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15823700000001,32.711997,255.54718427159983
1276,Downtown,East Village,600 SEVENTH AVE,7-617,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158239,32.712096,253.3583059625351
1277,Downtown,East Village,600 SEVENTH AVE,7-618,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158422,32.712213,267.64126238068565
1278,Downtown,East Village,600 SEVENTH AVE,7-620,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158424,32.712332,254.86587806115483
1279,Downtown,East Village,600 SEVENTH AVE,7-624,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158425,32.712431,244.28892363964
1280,Downtown,East Village,700 SEVENTH AVE,7-700,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158428,32.712695000000004,216.26788265094453
1281,Downtown,East Village,700 SEVENTH AVE,7-702,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158428,32.712771999999994,208.1865845387995
1282,Downtown,East Village,700 SEVENTH AVE,7-703,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15824599999999,32.712831,208.40695989765882
1283,Downtown,East Village,700 SEVENTH AVE,7-705,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15824599999999,32.712889000000004,202.55873802154457
1284,Downtown,East Village,700 SEVENTH AVE,7-707,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158247,32.712947,196.70615134807989
1285,Downtown,East Village,700 SEVENTH AVE,7-708,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158429,32.713024,181.9939073736774
1286,Downtown,East Village,700 SEVENTH AVE,7-715,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158247,32.71314,177.668686695527
1287,Downtown,East Village,700 SEVENTH AVE,7-717,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158248,32.713218,170.08688186902086
1288,Downtown,East Village,700 SEVENTH AVE,7-719,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158248,32.713276,164.55334070785352
1289,Downtown,East Village,700 SEVENTH AVE,7-720,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15843000000001,32.713352,148.8672013991599
1290,Downtown,East Village,700 SEVENTH AVE,7-721,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158248,32.713411,151.94700392736277
1291,Downtown,East Village,700 SEVENTH AVE,7-722,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15843100000001,32.713468,137.51331480434644
1292,Downtown,East Village,700 SEVENTH AVE,7-723,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158267,32.713423999999996,149.75686671601133
1293,Downtown,East Village,700 SEVENTH AVE,7-724,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15843100000001,32.713546,130.0694943593077
1294,Downtown,East Village,700 SEVENTH AVE,7-725,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15824099999999,32.713432,150.39846206731576
1295,Downtown,East Village,800 SEVENTH AVE,7-800,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158432,32.713745,111.8078222095698
1296,Downtown,East Village,800 SEVENTH AVE,7-801,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15825,32.713784000000004,119.83559345788764
1297,Downtown,East Village,800 SEVENTH AVE,7-803,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158251,32.713840999999995,115.39954967652123
1298,Downtown,East Village,800 SEVENTH AVE,7-805,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158251,32.713898,111.21744022320668
1299,Downtown,East Village,800 SEVENTH AVE,7-807,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158252,32.713936,108.47097201376627
1300,Downtown,East Village,800 SEVENTH AVE,7-810,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15843400000001,32.714011,90.04643018562565
1301,Downtown,East Village,800 SEVENTH AVE,7-811,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158252,32.71405,101.07674587641979
1302,Downtown,East Village,800 SEVENTH AVE,7-812,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15843500000001,32.714106,83.41105483023763
1303,Downtown,East Village,800 SEVENTH AVE,7-813,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158253,32.714164000000004,94.71320192064286
1304,Downtown,East Village,800 SEVENTH AVE,7-814,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15843600000001,32.714220000000005,76.62642247405901
1305,Downtown,East Village,800 SEVENTH AVE,7-815,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158254,32.714259000000006,90.40847000934228
1306,Downtown,East Village,800 SEVENTH AVE,7-817,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.158254,32.714316,88.38294622106518
1307,Downtown,East Village,800 SEVENTH AVE,7-819,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay),-117.15825500000001,32.714372999999995,86.67986798904091
